img_name,mos,std
587.JPG,66.69590643,17.58411501
588.JPG,67.52352941,20.51935237
589.JPG,81.47027027,17.02365466
590.JPG,84.81382979,14.25709019
591.JPG,78.13612565,17.20839158
592.JPG,57.85492228,21.40919996
593.JPG,73.06875,21.54857665
594.JPG,68.80864198,18.72704689
595.JPG,8.203389831,11.19676241
596.JPG,49.40828402,19.87263439
597.JPG,63.04761905,19.9300602
598.JPG,45.30319149,24.59138996
599.JPG,56.19337017,21.38486381
600.JPG,48.51572327,21.25816458
601.JPG,60.94623656,19.42684996
602.JPG,42.76506024,20.80323945
603.JPG,66.68156425,19.96807131
604.JPG,74.62893082,18.16086816
605.JPG,50.95081967,20.0450807
606.JPG,31.49740933,18.47298826
607.JPG,48.28421053,23.84880202
608.JPG,59.98837209,22.29677248
609.JPG,65.455,21.55390519
610.JPG,65.49342105,21.27866099
611.JPG,38.48947368,21.0858009
612.JPG,71.00568182,19.50047535
613.JPG,53.30188679,22.7965006
614.JPG,58.15819209,20.59313249
615.JPG,40.12834225,21.3373971
616.JPG,81.83815029,14.81621288
617.JPG,79.83333333,15.13787709
618.JPG,74.90697674,18.86680175
619.JPG,42.33529412,21.55739391
620.JPG,48.85628743,24.75671394
621.JPG,69.87765957,20.15158944
622.JPG,78.33333333,17.38091882
623.JPG,45.80813953,21.43651972
624.JPG,71.16574586,21.04083696
625.JPG,61.49473684,25.34601758
626.JPG,32.3220339,21.46702599
627.JPG,50.58709677,25.39193734
628.JPG,31.77027027,16.05860635
629.JPG,46.46590909,18.64614789
630.JPG,55.99390244,21.81334565
631.JPG,70.65803109,19.74781502
632.JPG,21.14285714,15.63787118
633.JPG,26.20224719,17.07489635
634.JPG,16.13450292,15.79834437
635.JPG,63.76243094,20.49400787
636.JPG,64.51807229,20.00718746
637.JPG,31.45578231,17.25999067
638.JPG,49.64052288,20.71028678
639.JPG,43.95973154,22.11514071
640.JPG,43.53846154,21.09248343
641.JPG,45.50909091,19.54501314
642.JPG,49.17142857,20.93488223
643.JPG,73.94554455,19.14027831
644.JPG,35.37931034,23.85105098
645.JPG,43.01935484,28.59285874
646.JPG,59.36464088,19.37809957
647.JPG,66.99447514,23.3505882
648.JPG,27.83888889,16.37724402
649.JPG,53.77575758,21.7121837
650.JPG,71.36363636,18.56306784
651.JPG,30.7247191,19.92237921
652.JPG,6.520710059,11.88741269
653.JPG,15.64739884,14.84326864
654.JPG,71.80136986,19.96501073
655.JPG,12.56287425,16.10490643
656.JPG,54.19371728,19.48600476
657.JPG,16.60126582,14.96447593
658.JPG,77.07865169,17.87162301
659.JPG,19.49152542,15.52348611
660.JPG,63.54320988,21.31779613
661.JPG,19.80357143,21.12303817
662.JPG,19.55367232,20.0968875
663.JPG,23.05847953,21.05391052
664.JPG,52.13855422,21.85625398
665.JPG,60.04320988,23.50270204
666.JPG,15.58282209,13.51670934
667.JPG,55.03157895,21.21866635
668.JPG,9.208333333,12.98603089
669.JPG,9.827586207,12.42569303
670.JPG,34.94413408,18.28172805
671.JPG,6.224242424,13.59579899
672.JPG,9.909677419,12.28787162
673.JPG,3.42,6.75582771
674.JPG,68.11167513,19.36564694
675.JPG,38.18435754,22.56612209
676.JPG,14.96236559,14.55664361
677.JPG,8.477777778,11.51120686
678.JPG,4.865030675,10.02990303
679.JPG,7.078534031,11.17511851
680.JPG,10.44186047,18.16339398
681.JPG,18.59615385,16.21564774
682.JPG,40.07471264,19.92239695
683.JPG,37.33898305,18.56831077
684.JPG,27.85340314,15.93934148
685.JPG,60.09756098,18.78428383
686.JPG,29.47567568,18.19820532
687.JPG,49.12727273,25.58776471
688.JPG,66.79032258,20.96107365
689.JPG,12.55621302,12.41296269
690.JPG,77.82758621,16.08870299
691.JPG,37.25396825,16.0633403
692.JPG,25.23783784,17.99992982
693.JPG,43.7027027,20.97956877
694.JPG,9.738853503,13.47702056
695.JPG,27.66081871,17.31309051
696.JPG,30.1626506,19.95549722
697.JPG,48.02,24.40383856
698.JPG,4.846153846,8.957515648
699.JPG,77.74594595,17.9805238
700.JPG,5.277777778,7.63697997
701.JPG,17.4875,20.3076921
702.JPG,4.343915344,13.05280713
703.JPG,19.17368421,18.56680608
704.JPG,17.02298851,16.27969196
705.JPG,48.20454545,24.39421903
706.JPG,45.56896552,21.53699229
707.JPG,18.00606061,15.62303528
708.JPG,72.44382022,18.95816658
709.JPG,61.93292683,21.32803423
710.JPG,53.83060109,20.80993907
711.JPG,57.92613636,23.14698867
712.JPG,86.34693878,15.41002141
713.JPG,46.41340782,22.33596986
714.JPG,31.83333333,19.71304901
715.JPG,88.34078212,13.87468236
716.JPG,90.24468085,13.32256031
717.JPG,66.53703704,20.09886709
718.JPG,46.42408377,21.87195383
719.JPG,82.61290323,15.56694262
720.JPG,62.10880829,21.80986911
721.JPG,80.6993865,19.18819563
722.JPG,27.96410256,16.49535216
723.JPG,23.53846154,15.81063536
724.JPG,30.73714286,20.75249723
725.JPG,36.96296296,16.99354395
726.JPG,45.52380952,21.31063449
727.JPG,31.5,17.95444132
728.JPG,83.47976879,15.66012177
729.JPG,77.48663102,18.64823157
730.JPG,46.875,23.34942642
731.JPG,45.33519553,21.30172334
732.JPG,23.64673913,18.10353316
733.JPG,19.6440678,17.48482723
734.JPG,4.308139535,8.263450352
735.JPG,54.42592593,24.53513277
736.JPG,76.9039548,19.41024905
737.JPG,43.98648649,24.71827286
738.JPG,69.42328042,21.15169848
739.JPG,83.92121212,15.05720307
740.JPG,69.28651685,20.31925802
741.JPG,59.82911392,23.34133128
742.JPG,5.658682635,10.84989171
743.JPG,72.95212766,18.52885727
744.JPG,69.4,19.19813932
745.JPG,69.53374233,20.28296196
746.JPG,76.98445596,19.04558038
747.JPG,64.5027933,19.10978757
748.JPG,79.50292398,17.66064894
749.JPG,81.58522727,17.14154879
750.JPG,57.52542373,23.35668772
751.JPG,25.77380952,21.1132397
752.JPG,60.63013699,24.75953698
753.JPG,83.8452381,16.36228616
754.JPG,44.14285714,23.84031699
755.JPG,64.96195652,20.54300217
756.JPG,87.37106918,13.34856625
757.JPG,65.60326087,21.46646107
758.JPG,76.21787709,18.9399558
759.JPG,75.47093023,17.60164377
760.JPG,48.16766467,21.23978215
761.JPG,72.92105263,19.425317
762.JPG,74.39751553,18.93484866
763.JPG,65.47959184,21.13071872
764.JPG,77.17837838,17.43327552
765.JPG,82.07344633,16.47071182
766.JPG,76.25628141,18.61572183
767.JPG,85.52409639,16.82952017
768.JPG,83.41573034,15.30725539
769.JPG,80.33333333,15.35720944
770.JPG,87.58201058,13.10838185
771.JPG,73.54010695,19.61407893
772.JPG,12.79640719,13.71637792
773.JPG,82.56321839,17.0397028
774.JPG,84.78061224,14.87651157
775.JPG,83.62130178,14.39489065
776.JPG,91.07804878,12.29872288
777.JPG,78.02439024,18.78223649
778.JPG,81.55214724,16.57201023
779.JPG,80.93406593,17.93530559
780.JPG,92.43195266,12.03800219
781.JPG,88.91758242,11.57959811
782.JPG,49.65116279,20.83309751
783.JPG,77.06593407,16.58415819
784.JPG,82.97590361,16.49313973
785.JPG,90.5497076,12.35702408
786.JPG,83.40972222,18.44341685
787.JPG,41.33125,23.14643618
788.JPG,36.81564246,23.65944192
789.JPG,74.51724138,18.46656849
790.JPG,71.68156425,20.71026033
791.JPG,60.13142857,21.59421713
792.JPG,79.39490446,19.324741
793.JPG,66.10674157,20.63442518
794.JPG,77.43781095,21.33699518
795.JPG,79.6142132,16.41034396
796.JPG,68.5483871,20.06234398
797.JPG,24.51412429,18.77168665
798.JPG,61.05555556,24.17411345
799.JPG,69.61538462,19.05095634
800.JPG,9.551546392,15.4175031
801.JPG,64.28220859,22.95016318
802.JPG,8.722513089,14.20976188
803.JPG,21.49462366,21.89810489
804.JPG,21.19277108,19.03550611
805.JPG,40.70769231,21.0574005
806.JPG,85.97714286,14.68870638
807.JPG,71.4921466,22.40556066
808.JPG,83.36309524,17.76001888
809.JPG,74.68789809,17.60130149
810.JPG,59.93604651,20.35680218
811.JPG,76.8042328,16.86645869
812.JPG,64.61025641,19.94559346
813.JPG,37.02285714,19.85405204
814.JPG,25.47159091,21.02758161
815.JPG,32.45637584,24.13097237
816.JPG,16.02684564,18.12380334
817.JPG,14.30508475,19.10311812
818.JPG,21.77011494,16.17905672
819.JPG,8.275510204,10.98136474
820.JPG,78.33136095,18.33475814
821.JPG,50.97575758,19.70698512
822.JPG,24.93684211,18.15063981
823.JPG,13.02890173,12.63597105
824.JPG,12.89937107,13.70124034
825.JPG,44.46927374,20.63930212
826.JPG,76.10945274,20.10094426
827.JPG,82.47849462,16.86487057
828.JPG,68.98113208,21.41083119
829.JPG,26.60526316,20.26770501
830.JPG,77.35761589,17.23884929
831.JPG,36.23952096,22.15640177
832.JPG,34.94610778,16.74840668
833.JPG,21.72251309,16.26495962
834.JPG,66.66477273,20.6836335
835.JPG,59.17613636,21.89892884
836.JPG,61.68041237,19.33213727
837.JPG,21.76821192,18.20199392
838.JPG,26.23888889,20.76965015
839.JPG,22.70760234,23.66623061
840.JPG,71.32738095,21.5062996
841.JPG,63.48022599,23.52032255
842.JPG,72.78865979,17.7770206
843.JPG,28.70440252,25.57059067
844.JPG,91.43617021,11.81321521
845.JPG,34.78709677,19.40644795
846.JPG,70.65644172,19.96242778
847.JPG,60.78494624,22.15051678
848.JPG,79.59259259,17.15532098
849.JPG,80.98170732,16.47287138
850.JPG,84.08108108,15.9979251
851.JPG,70.60773481,21.14909365
852.JPG,26.64285714,18.33888762
853.JPG,83.67955801,15.79335556
854.JPG,65.00591716,21.43164578
855.JPG,80.07692308,16.37131105
856.JPG,20.83428571,17.8345194
857.JPG,79.08092486,19.48088912
858.JPG,76.66190476,20.32098819
859.JPG,49.20512821,23.22449151
860.JPG,74.94382022,19.14639383
861.JPG,67.91011236,20.63792814
862.JPG,27.13471503,19.76746293
863.JPG,66.2816092,19.95880166
864.JPG,45.92307692,24.55630071
865.JPG,80.21052632,18.79555972
866.JPG,80.6952381,17.04995408
867.JPG,57.97727273,21.12086431
868.JPG,23.30054645,18.54908397
869.JPG,12.04433498,14.14469095
870.JPG,28.77560976,17.97761108
871.JPG,34.41860465,19.54539782
872.JPG,14.21604938,13.97989645
873.JPG,26.29608939,17.92764911
874.JPG,6.524861878,10.6226012
875.JPG,37.1299435,19.20641632
876.JPG,37.4010989,24.02251704
877.JPG,87.84782609,14.67530902
878.JPG,72.25988701,22.54440633
879.JPG,61.5,20.01292935
880.JPG,65.08333333,20.27281495
881.JPG,43.27363184,20.942057
882.JPG,83.54497354,15.75626652
883.JPG,83.46242775,15.7426627
884.JPG,29.47337278,20.2752092
885.JPG,27.88888889,18.22008867
886.JPG,72.92592593,19.17181039
887.JPG,50.29411765,22.01415549
888.JPG,52.10285714,26.01371749
889.JPG,28.17582418,17.40044669
890.JPG,62.94350282,19.73452141
891.JPG,72.04624277,18.55125365
892.JPG,75.06024096,18.0059582
893.JPG,61.1656051,20.11851014
894.JPG,45.46875,19.62635946
895.JPG,43.43169399,22.16532489
896.JPG,56.13496933,19.82625623
897.JPG,57.71779141,21.22760525
898.JPG,51.65895954,23.03092948
899.JPG,73.96276596,19.92482387
900.JPG,70.70621469,17.9583994
901.JPG,22.01298701,15.33418029
902.JPG,78.70810811,16.20323335
903.JPG,67.17610063,19.39905211
904.JPG,58.02209945,20.77978606
905.JPG,70.36875,18.81308987
906.JPG,63.87027027,19.88456995
907.JPG,13.97109827,14.21161814
908.JPG,73.24210526,18.32436478
909.JPG,77.4260355,16.27065088
910.JPG,61.425,19.96238611
911.JPG,70.28658537,18.18776142
912.JPG,38.39880952,22.35294991
913.JPG,75.5408805,19.96412673
914.JPG,67.47252747,19.86492545
915.JPG,77.2460733,18.21442958
916.JPG,78.025,19.00047997
917.JPG,70.7,20.11083812
918.JPG,73.375,18.84204185
919.JPG,69.12643678,21.34836545
920.JPG,75.86904762,17.3193186
921.JPG,74.64880952,19.58465117
922.JPG,81.85204082,16.70785309
923.JPG,75.15458937,20.11725979
924.JPG,10.17679558,11.65483747
925.JPG,47.33125,20.78482813
926.JPG,49.09947644,20.55840332
927.JPG,57.72192513,20.33291998
928.JPG,58.9939759,22.46680973
929.JPG,38.56321839,20.57957973
930.JPG,50.35087719,22.13022253
931.JPG,59.43195266,18.63711534
932.JPG,60.24590164,24.70551107
933.JPG,73.18032787,16.91332935
934.JPG,71.83246073,20.68035411
935.JPG,70.52147239,19.64478928
936.JPG,76.47126437,16.9721561
937.JPG,79.49438202,16.4822271
938.JPG,49.39204545,20.630899
939.JPG,67.615,20.50803924
940.JPG,61.88372093,20.99229522
941.JPG,60.54716981,21.51322764
942.JPG,53.6374269,20.5997602
943.JPG,62.25257732,23.8254255
944.JPG,34.29192547,22.68662595
945.JPG,70.29545455,18.96442329
946.JPG,74.02515723,18.05264793
947.JPG,77.45061728,19.0256618
948.JPG,24.20382166,18.51601485
949.JPG,25.43712575,16.50248061
950.JPG,74.46236559,18.27865933
951.JPG,75.98255814,17.07926955
952.JPG,42.42261905,19.08992179
953.JPG,58.79792746,23.17630785
954.JPG,62.79558011,20.06647791
955.JPG,54.61842105,21.73773056
956.JPG,77.42774566,16.64337755
957.JPG,32.62777778,19.75408325
958.JPG,64.98837209,21.07407941
959.JPG,49.87301587,19.81630432
960.JPG,44.6875,18.49398593
961.JPG,4.807453416,10.61220732
962.JPG,61.92682927,20.29946386
963.JPG,78.84242424,18.8950734
964.JPG,63.64071856,19.26424416
965.JPG,71.81547619,19.31728148
966.JPG,69.37823834,21.41667339
967.JPG,72.84285714,20.16888198
968.JPG,65.03947368,22.49588088
969.JPG,80.55208333,17.75509353
970.JPG,68.91428571,19.93496105
971.JPG,80.10055866,16.88829625
972.JPG,68.85443038,20.15223145
973.JPG,73.30813953,18.80037772
974.JPG,69.61349693,21.81581858
975.JPG,56.69590643,23.24855304
976.JPG,74.22564103,18.99078341
977.JPG,66.94285714,19.81573573
978.JPG,44.95480226,22.56199016
979.JPG,49.45180723,24.28880706
980.JPG,65.36419753,20.35301988
981.JPG,56.37055838,20.22197598
982.JPG,44.68,21.1189951
983.JPG,74.81920904,20.19735225
984.JPG,46.78362573,23.60446046
985.JPG,34.97590361,18.44564556
986.JPG,61.10119048,17.90013544
987.JPG,81.03664921,18.38660031
988.JPG,54.80346821,22.69864737
989.JPG,78.51265823,19.33306377
990.JPG,86.21276596,16.03763778
991.JPG,37.42512077,18.59384351
992.JPG,58.94708995,21.23494096
993.JPG,46.76923077,20.18181279
994.JPG,65.46067416,20.4431449
995.JPG,83.43169399,15.11656107
996.JPG,61.02030457,20.64914867
997.JPG,65.44970414,20.46393786
998.JPG,50.83060109,23.84101976
999.JPG,49.06707317,21.74620229
1000.JPG,56.51219512,20.47368139
1001.JPG,53.55747126,19.62847485
1002.JPG,40.67222222,24.80444873
1003.JPG,30.48913043,21.12724632
1004.JPG,64.32121212,20.01614832
1005.JPG,62.35028249,21.2883721
1006.JPG,66.21428571,21.21797461
1007.JPG,63.14594595,23.77693661
1008.JPG,57.8427673,23.31010934
1009.JPG,56.15730337,27.07006973
1010.JPG,46.67045455,20.10243573
1011.JPG,54.17435897,18.74573103
1012.JPG,75.87434555,23.69976508
1013.JPG,38.1,22.84489575
1014.JPG,58.80952381,25.6129534
1015.JPG,63.96045198,20.85375527
1016.JPG,65.63473054,21.7483857
1017.JPG,29.96791444,18.07597578
1018.JPG,42.43975904,21.50784178
1019.JPG,62.96174863,24.15935332
1020.JPG,55.14880952,21.27848985
1021.JPG,73.86702128,18.6122373
1022.JPG,51.30857143,23.78052632
1023.JPG,72.64646465,19.03580017
1024.JPG,42.77083333,23.10140594
1025.JPG,72.0304878,19.09788277
1026.JPG,72.51552795,20.30643543
1027.JPG,79.93888889,17.72860703
1028.JPG,76.1626506,18.22562439
1029.JPG,81.51612903,16.61527328
1030.JPG,72.75661376,20.50490396
1031.JPG,67.45604396,19.15957247
1032.JPG,77.55487805,16.16527106
1033.JPG,69.78804348,19.8745703
1034.JPG,75.75842697,19.07532087
1035.JPG,67.50526316,19.65785311
1036.JPG,75.58247423,17.4930305
1037.JPG,48.91525424,20.11384202
1038.JPG,21.87628866,16.31729286
1039.JPG,59.66071429,23.78920159
1040.JPG,56.14285714,22.00436589
1041.JPG,75.92771084,17.91243559
1042.JPG,25.92857143,18.28202502
1043.JPG,73.31210191,17.35816275
1044.JPG,82.3021978,16.7892986
1045.JPG,80.48351648,17.52274773
1046.JPG,61.07368421,22.04888369
1047.JPG,37.76020408,18.9281678
1048.JPG,57.85628743,20.81799368
1049.JPG,81.21875,15.3129334
1050.JPG,72.06024096,18.65920808
1051.JPG,57.32748538,20.40842687
1052.JPG,54.62,20.49183193
1053.JPG,72.48913043,21.42389992
1054.JPG,77.24752475,18.1491367
1055.JPG,64.23295455,20.14312344
1056.JPG,39.62658228,21.85985594
1057.JPG,49.44444444,22.81899195
1058.JPG,60.21656051,19.97637017
1059.JPG,55.38372093,20.15360232
1060.JPG,61.21857923,18.02215621
1061.JPG,73,22.76657799
1062.JPG,83.11640212,17.23607041
1063.JPG,66.6746988,20.57895862
1064.JPG,76.08108108,18.6992478
1065.JPG,68.56424581,20.26814781
1066.JPG,39.3919598,17.84096794
1067.JPG,49.32748538,21.39236544
1068.JPG,56.73298429,19.62723433
1069.JPG,84.04402516,15.75659232
1070.JPG,58.77070064,20.22782819
1071.JPG,66,20.89294947
1072.JPG,75.25287356,21.80481911
1073.JPG,74.74731183,17.78112021
1074.JPG,82.20467836,16.89340913
1075.JPG,66.61111111,19.83856323
1076.JPG,70.63186813,19.91422701
1077.JPG,71.2754491,22.14510326
1078.JPG,61.93296089,19.76564883
1079.JPG,26.66101695,17.64995188
1080.JPG,59.63636364,22.25766267
1081.JPG,52.19473684,20.66408007
1082.JPG,65.28426396,19.11886573
1083.JPG,70.26704545,19.21672618
1084.JPG,78.18562874,17.27754401
1085.JPG,83.375,15.45240206
1086.JPG,82.31288344,15.79479578
1087.JPG,72.83333333,18.1912558
1088.JPG,49.95679012,20.6070448
1089.JPG,80.18343195,15.56845743
1090.JPG,53.87878788,18.89338118
1091.JPG,73.06217617,18.50608766
1092.JPG,77.90285714,18.89890658
1093.JPG,59.98360656,20.37626162
1094.JPG,56.86805556,24.66339734
1095.JPG,76.2642487,18.74048694
1096.JPG,86.06010929,13.93515966
1097.JPG,82.51336898,16.54331502
1098.JPG,10.7607362,12.67486789
1099.JPG,74.615,19.52801814
1100.JPG,76.28571429,19.14008509
1101.JPG,78.79617834,18.15804507
1102.JPG,64.36945813,23.7873511
1103.JPG,57.70108696,21.39053462
1104.JPG,50.81410256,21.80701411
1105.JPG,75.6344086,21.33809432
1106.JPG,66.52331606,19.07279709
1107.JPG,78.41573034,16.21313479
1108.JPG,73.27932961,18.133406
1109.JPG,69.58857143,20.39866701
1110.JPG,50,21.17214539
1111.JPG,80.63225806,16.9885444
1112.JPG,43.59333333,24.77796614
1113.JPG,31.64088398,17.38192827
1114.JPG,76.96296296,18.46497066
1115.JPG,64.00537634,19.99337656
1116.JPG,49.98918919,21.45191518
1117.JPG,52.42857143,22.55099005
1118.JPG,53.64534884,22.86131162
1119.JPG,57.43093923,21.59042827
1120.JPG,74.78021978,18.65345624
1121.JPG,76.96703297,17.60772718
1122.JPG,55.01204819,23.94918559
1123.JPG,49.61728395,22.78883234
1124.JPG,77.2,17.4807831
1125.JPG,61.60621762,20.11815004
1126.JPG,72.0931677,18.04813053
1127.JPG,80.62941176,15.79821968
1128.JPG,70.07361963,19.64077338
1129.JPG,55.91351351,23.37392362
1130.JPG,46.03921569,25.78960479
1131.JPG,72.54651163,21.09635759
1132.JPG,50.4180791,20.85216663
1133.JPG,64.32967033,19.90782902
1134.JPG,65.9005848,20.98561271
1135.JPG,40.38983051,18.42060693
1136.JPG,66.41142857,19.55222555
1137.JPG,77.01714286,18.3480007
1138.JPG,67.60479042,20.51357414
1139.JPG,44.17204301,20.43427098
1140.JPG,51.90206186,19.79783041
1141.JPG,70.6741573,18.59668598
1142.JPG,71.76397516,17.85305139
1143.JPG,61.10555556,20.48667566
1144.JPG,71.27210884,17.82277972
1145.JPG,47.21025641,19.62593218
1146.JPG,73.20481928,19.15123798
1147.JPG,75.83516484,16.41402428
1148.JPG,48.45303867,19.22626254
1149.JPG,72.12727273,18.63617111
1150.JPG,68.19680851,22.03809513
1151.JPG,58.64321608,21.47651623
1152.JPG,61.85185185,19.40904003
1153.JPG,71.12631579,17.64808373
1154.JPG,28.09090909,18.43319102
1155.JPG,74.36263736,20.64834026
1156.JPG,28.81065089,19.12209219
1157.JPG,51.86046512,21.39856408
1158.JPG,48.1452514,20.91344166
1159.JPG,47.83625731,24.36093971
1160.bmp,21.68585934,15.11477667
1161.bmp,11.9002849,12.98250485
1162.bmp,62.66171188,20.50233596
1163.bmp,87.06559249,14.62881295
1164.bmp,72.75387093,19.19423674
